Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0008944	AT3G05390	LotjaGi2g1v0286200
OG0008945	AT3G16250	LotjaGi3g1v0019600
OG0008946	AT4G25780	LotjaGi4g1v0297700
OG0008947	AT4G10130	LotjaGi1g1v0186900, LotjaGi3g1v0526800
OG0008948	AT1G43690	LotjaGi5g1v0291300
OG0008949	AT2G30695	LotjaGi3g1v0329800_LC
OG0008950	AT5G59980	LotjaGi3g1v0277400
OG0008951	AT3G45880	LotjaGi2g1v0350800
OG0008952	AT4G18040	LotjaGi6g1v0314500
OG0008953	AT5G14660	LotjaGi1g1v0608600
OG0008955	AT5G20520	LotjaGi4g1v0327600
OG0008956	AT3G47850	LotjaGi1g1v0186300
OG0008957	AT5G17870	LotjaGi1g1v0410700_LC
OG0008958	AT5G12300	LotjaGi6g1v0180500
OG0008959	AT5G08280	LotjaGi4g1v0340300, LotjaGi2g1v0443900
OG0008960	AT5G36700, AT5G36790	LotjaGi1g1v0488200
OG0008961	AT5G10080	LotjaGi6g1v0085200
OG0008962	AT3G53130	LotjaGi5g1v0086700
OG0008963	AT1G67690	LotjaGi6g1v0100000
OG0008964	AT2G17440, AT4G35470	LotjaGi2g1v0353000
OG0008965	AT4G00900	LotjaGi3g1v0399300
OG0008966	AT3G49080	LotjaGi3g1v0535600
OG0008967	AT3G21300	LotjaGi3g1v0022800
OG0008968	AT3G62110	LotjaGi1g1v0754500, LotjaGi5g1v0237800
OG0008969	AT5G11240	LotjaGi4g1v0337300
OG0008970	AT3G19508	LotjaGi2g1v0461200
OG0008971	AT3G07140	LotjaGi3g1v0084100
OG0008972	AT5G09920	LotjaGi3g1v0090700
OG0008973	AT1G78940, AT1G16760	LotjaGi3g1v0000200
OG0008974	AT4G02220	LotjaGi6g1v0314800, LotjaGi1g1v0641900
OG0008975	AT3G55360	LotjaGi1g1v0058000
OG0008976	AT4G27640	LotjaGi6g1v0360700
OG0008977	AT5G16710	LotjaGi6g1v0058200
OG0008978	AT5G51340	LotjaGi1g1v0103300
OG0008979	AT1G24290	LotjaGi1g1v0004000
OG0008980	AT2G40660	LotjaGi1g1v0306500
OG0008981	AT3G61620	LotjaGi1g1v0789600
OG0008982	AT4G29400	LotjaGi5g1v0119400
OG0008983	AT3G04020	LotjaGi1g1v0538800
OG0008984	AT4G28990	LotjaGi2g1v0218700
OG0008985	AT3G56950	LotjaGi1g1v0654800
OG0008986	AT2G20810	LotjaGi3g1v0440500
OG0008987	AT5G42400	LotjaGi6g1v0242900
OG0008988	AT3G07120	LotjaGi1g1v0588400
OG0008989	AT2G02170	LotjaGi4g1v0017500
OG0008990	AT1G05590	LotjaGi3g1v0129400
OG0008991	AT1G08125	LotjaGi3g1v0486400
OG0008992	AT4G22880, AT4G22870	LotjaGi2g1v0429400
OG0008993	AT2G35110	LotjaGi4g1v0083200
OG0008994	AT4G03260	LotjaGi3g1v0461700
OG0008995	AT1G61010	LotjaGi6g1v0362400
OG0008996	AT5G64440	LotjaGi6g1v0347100
OG0008997	AT4G23940	LotjaGi4g1v0436700
OG0008998	AT2G13690	LotjaGi1g1v0318900
OG0008999	AT1G20990	LotjaGi2g1v0012900
OG0009000	AT1G79890, AT1G09995	LotjaGi3g1v0366000
OG0009001	AT4G15440	LotjaGi3g1v0185450
OG0009002	AT3G04260	LotjaGi5g1v0205300
OG0009003	AT3G07180	LotjaGi1g1v0589600
OG0009004	AT4G19540	LotjaGi5g1v0177300_LC
OG0009005	AT3G17780, AT1G48440	LotjaGi2g1v0191700
OG0009006	AT1G08780	LotjaGi5g1v0212100
OG0009007	AT5G16940	LotjaGi6g1v0054800
OG0009008	AT5G36120	LotjaGi5g1v0284200
OG0009009	AT5G17930	LotjaGi1g1v0646000_LC, LotjaGi1g1v0327400
OG0009010	AT2G43760	LotjaGi6g1v0186100, LotjaGi6g1v0177300
OG0009011	AT3G07670	LotjaGi6g1v0025400
OG0009012	AT1G77680	LotjaGi1g1v0154400
OG0009013	AT1G60490	LotjaGi2g1v0321200
OG0009014	AT2G01590	LotjaGi5g1v0287000, LotjaGi2g1v0065100
OG0009017	AT4G01840	LotjaGi1g1v0755000
OG0009018	AT5G41330	LotjaGi4g1v0427900
OG0009019	AT3G25530	LotjaGi3g1v0391100
OG0009020	AT2G38570	LotjaGi1g1v0457900
OG0009021	AT4G08290	LotjaGi1g1v0161000, LotjaGi1g1v0258600
OG0009023	AT1G67170	LotjaGi1g1v0524400
OG0009025	AT3G62880	LotjaGi5g1v0250400
OG0009026	AT5G24740	LotjaGi1g1v0116300, LotjaGi4g1v0279000
OG0009027	AT5G55220	LotjaGi1g1v0024000
OG0009028	AT5G55300, AT5G55310	LotjaGi3g1v0544200
OG0009029	AT3G20395	LotjaGi1g1v0029000
OG0009031	AT2G37500	LotjaGi5g1v0068900
OG0009032	AT5G56580	LotjaGi2g1v0227000
OG0009033	AT2G22180, AT4G39745	LotjaGi4g1v0399000
OG0009034	AT1G02870	LotjaGi1g1v0765400
OG0009035	AT2G39440	LotjaGi4g1v0290800
OG0009036	AT5G01110	LotjaGi1g1v0049400
OG0009037	AT5G56930	LotjaGi6g1v0155600, LotjaGi3g1v0286900
OG0009038	AT5G08540	LotjaGi2g1v0026000
OG0009040	AT3G52210	LotjaGi1g1v0283100
OG0009041	AT1G13690	LotjaGi2g1v0292800
OG0009042	AT1G50300	LotjaGi3g1v0525600
OG0009043	AT1G31050	LotjaGi5g1v0269400
OG0009045	AT4G28740	LotjaGi5g1v0150800
OG0009046	AT5G02860	LotjaGi5g1v0324900
OG0009047	AT3G52080	LotjaGi3g1v0121200, LotjaGi3g1v0550200
OG0009048	AT1G29940	LotjaGi3g1v0315900
OG0009049	AT1G10510	LotjaGi2g1v0314300
OG0009050	AT1G78790	LotjaGi4g1v0226500
OG0009051	AT3G22150	LotjaGi1g1v0003800_LC
OG0009052	AT2G27680	LotjaGi3g1v0174900
OG0009053	AT1G77090	LotjaGi1g1v0272900
OG0009055	AT1G04555	LotjaGi6g1v0010400
OG0009056	AT5G06160	LotjaGi1g1v0283800
OG0009057	AT2G35360	LotjaGi4g1v0189100
OG0009058	AT1G18660	LotjaGi1g1v0194200
OG0009059	AT1G65380	LotjaGi1g1v0483900
OG0009060	AT5G07500	LotjaGi1g1v0365000
OG0009061	AT5G35520	LotjaGi6g1v0203500
OG0009062	AT5G48830	LotjaGi1g1v0585600
OG0009063	AT4G34190	LotjaGi5g1v0328100
OG0009065	AT1G30880	LotjaGi4g1v0018900
OG0009066	AT4G10120	LotjaGi3g1v0334300
OG0009067	AT1G09340	LotjaGi1g1v0748900_LC
OG0009068	AT3G54660	LotjaGi5g1v0175100
OG0009070	AT1G71060	LotjaGi5g1v0330400
OG0009071	AT4G32750	LotjaGi1g1v0400600
OG0009072	AT2G40220	LotjaGi1g1v0075500
OG0009073	AT5G64090	LotjaGi4g1v0033700
OG0009074	AT5G63830	LotjaGi3g1v0058700, LotjaGi1g1v0105000
OG0009075	AT3G03790	LotjaGi1g1v0644600
OG0009076	AT1G63770	LotjaGi4g1v0428200
OG0009077	AT2G25730	LotjaGi1g1v0391000
OG0009078	AT2G18510	LotjaGi3g1v0227500
OG0009079	AT5G22640	LotjaGi3g1v0173000
OG0009080	AT1G43860	LotjaGi4g1v0306500, LotjaGi1g1v0167500
OG0009081	AT1G07650	LotjaGi1g1v0038000
OG0009082	AT1G05710, AT2G31730	LotjaGi4g1v0069000
OG0009083	AT1G27320	LotjaGi4g1v0366800_LC
OG0009084	AT2G32900	LotjaGi1g1v0068400
OG0009085	AT1G31730	LotjaGi4g1v0142400
OG0009086	AT3G23360	LotjaGi5g1v0189500
OG0009087	AT5G12840	LotjaGi6g1v0135700, LotjaGi1g1v0011200
OG0009088	AT2G42220	LotjaGi1g1v0724700
OG0009089	AT5G32450	LotjaGi1g1v0644700
OG0009090	AT2G38510	LotjaGi3g1v0152400
OG0009091	AT4G15820	LotjaGi4g1v0341000_LC, LotjaGi4g1v0341300
OG0009092	AT1G10030	LotjaGi1g1v0410500
OG0009093	AT1G62260	LotjaGi4g1v0029200
OG0009094	AT5G58280	LotjaGi1g1v0104100, LotjaGi3g1v0234300_LC
OG0009095	AT5G65090	LotjaGi4g1v0399700
OG0009096	AT3G58530	LotjaGi5g1v0115500
OG0009097	AT2G17230	LotjaGi5g1v0193200
OG0009099	AT1G19430	LotjaGi5g1v0016200
OG0009100	AT3G55850	LotjaGi3g1v0318200
OG0009101	AT1G79900	LotjaGi3g1v0364000
OG0009102	AT2G36230	LotjaGi1g1v0283900
OG0009103	AT1G36320	LotjaGi6g1v0275400
OG0009104	AT5G48600, AT3G28925	LotjaGi4g1v0139100
OG0009105	AT4G33440	LotjaGi1g1v0319800
OG0009106	AT5G07910	LotjaGi1g1v0190400
OG0009107	AT1G16070	LotjaGi3g1v0002400
OG0009108	AT1G61770	LotjaGi5g1v0318000
OG0009110	AT1G52310	LotjaGi6g1v0221700
OG0009111	AT1G14030	LotjaGi4g1v0089800
OG0009112	AT5G04020	LotjaGi1g1v0667800
OG0009113	AT1G54490	LotjaGi1g1v0778800, LotjaGi5g1v0214900
OG0009114	AT2G21720	LotjaGi1g1v0646700
OG0009115	AT3G12870	LotjaGi3g1v0036500
OG0009117	AT5G56740	LotjaGi1g1v0086700
OG0009118	AT4G30845	LotjaGi4g1v0291300
OG0009119	AT1G14730	LotjaGi4g1v0357800, LotjaGi2g1v0005400
OG0009120	AT3G26900	LotjaGi1g1v0208500
OG0009121	AT4G20960	LotjaGi4g1v0345400
OG0009122	AT5G57860	LotjaGi6g1v0201200
OG0009123	AT2G24970	LotjaGi5g1v0050600
OG0009124	AT5G50900	LotjaGi1g1v0334800
OG0009125	AT5G45900	LotjaGi3g1v0547800
OG0009126	AT3G63490	LotjaGi3g1v0548100
OG0009127	AT3G18420	LotjaGi4g1v0018000
OG0009128	AT5G08420	LotjaGi1g1v0058400
OG0009129	AT5G42850	LotjaGi3g1v0125100
OG0009130	AT1G48420	LotjaGi4g1v0465800
OG0009131	AT1G62780	LotjaGi2g1v0426400
OG0009132	AT5G10780	LotjaGi6g1v0197200
OG0009133	AT2G24860	LotjaGi1g1v0375700
OG0009134	AT5G13830	LotjaGi1g1v0089100_LC
OG0009135	AT1G60360	LotjaGi1g1v0257800
OG0009136	AT5G61510	LotjaGi3g1v0056100, LotjaGi6g1v0158500
OG0009137	AT2G47300	LotjaGi4g1v0245400, LotjaGi3g1v0302000
OG0009139	AT3G51380	LotjaGi4g1v0133500
OG0009140	AT5G51880	LotjaGi5g1v0305600
OG0009141	AT3G26730	LotjaGi1g1v0632700
OG0009142	AT3G09030	LotjaGi3g1v0225300
OG0009143	AT1G23030, AT1G71020	LotjaGi4g1v0080000
OG0009144	AT4G12970	LotjaGi1g1v0594100
OG0009145	AT1G67140	LotjaGi1g1v0251000_LC, LotjaGi1g1v0551400, LotjaGi6g1v0030400_LC, LotjaGi6g1v0030300_LC
OG0009146	AT4G32360	LotjaGi4g1v0447700
OG0009147	AT4G03000, AT1G03365	LotjaGi5g1v0259900
OG0009148	AT3G10670	LotjaGi4g1v0439800
OG0009149	AT3G46870	LotjaGi4g1v0206100
OG0009150	AT3G24740	LotjaGi1g1v0584400
OG0009152	AT1G10320	LotjaGi5g1v0035100
OG0009154	AT1G48160	LotjaGi4g1v0312400
OG0009155	AT3G21430	LotjaGi4g1v0344700
OG0009156	AT3G03330, AT3G03350	LotjaGi1g1v0487500
OG0009157	AT3G04950	LotjaGi1g1v0777800
OG0009158	AT2G28380	LotjaGi3g1v0163200, LotjaGi2g1v0359400
OG0009159	AT5G58005	LotjaGi4g1v0286900
OG0009160	AT3G30300	LotjaGi1g1v0520300
OG0009161	AT3G06790	LotjaGi4g1v0338200
OG0009162	AT3G20780	LotjaGi3g1v0293000
OG0009163	AT1G01880	LotjaGi1g1v0469700
OG0009164	AT2G20940	LotjaGi1g1v0491700
OG0009165	AT5G06410	LotjaGi5g1v0107400
OG0009166	AT3G59710	LotjaGi4g1v0068000
OG0009167	AT4G13780	LotjaGi3g1v0538600
OG0009168	AT1G33475, AT4G10170	LotjaGi3g1v0333000
OG0009169	AT3G12350	LotjaGi5g1v0033900
OG0009170	AT1G67660	LotjaGi4g1v0363500
OG0009171	AT2G27500	LotjaGi3g1v0177200, LotjaGi3g1v0476900
OG0009172	AT5G15010	LotjaGi1g1v0638800
OG0009173	AT3G27820	LotjaGi1g1v0608300
OG0009174	AT1G71810	LotjaGi2g1v0119300
OG0009175	AT1G68640	LotjaGi5g1v0341400, LotjaGi2g1v0279100
OG0009176	AT2G02860	LotjaGi4g1v0181100
OG0009177	AT1G13450, AT3G25990	LotjaGi6g1v0099900
OG0009178	AT5G42765	LotjaGi1g1v0419100
OG0009179	AT1G32750, AT3G19040	LotjaGi2g1v0344200
OG0009180	AT5G67030	LotjaGi2g1v0401800, LotjaGi4g1v0105000
OG0009182	AT1G76080	LotjaGi5g1v0002700
OG0009183	AT2G01490	LotjaGi4g1v0081600
OG0009184	AT5G63540	LotjaGi4g1v0418900
OG0009185	AT3G47390	LotjaGi1g1v0486000
OG0009186	AT1G58025	LotjaGi6g1v0364000
OG0009187	AT3G08840	LotjaGi1g1v0450300
OG0009188	AT4G39790	LotjaGi4g1v0399500
OG0009189	AT1G26370	LotjaGi1g1v0718000
OG0009190	AT5G17400	LotjaGi4g1v0464200
OG0009192	AT3G19910	LotjaGi5g1v0352300
OG0009193	AT1G27570, AT1G27595	LotjaGi1g1v0413400
OG0009194	AT2G48070	LotjaGi1g1v0731300
OG0009195	AT1G25375	LotjaGi5g1v0337600
OG0009196	AT1G74520	LotjaGi4g1v0248900, LotjaGi1g1v0218300
OG0009197	AT5G13160	LotjaGi5g1v0366100
OG0009198	AT1G54990	LotjaGi1g1v0773000
OG0009199	AT4G09340, AT1G35470	LotjaGi3g1v0556900
OG0009201	AT5G62770	LotjaGi4g1v0234400
OG0009202	AT5G44800	LotjaGi4g1v0022000
OG0009203	AT4G00220, AT2G45420	LotjaGi3g1v0432500
OG0009204	AT1G27530	LotjaGi1g1v0413700
OG0009205	AT1G29960, AT1G23465	LotjaGi3g1v0317000
OG0009206	AT5G37060, AT5G58460	LotjaGi6g1v0108200
OG0009207	AT5G43750	LotjaGi6g1v0000800
OG0009208	AT5G59500	LotjaGi3g1v0303700
OG0009209	AT1G07270, AT2G29680	LotjaGi6g1v0112500
OG0009210	AT3G16990	LotjaGi4g1v0330100
OG0009211	AT1G54390	LotjaGi1g1v0642000
OG0009212	AT5G10730	LotjaGi1g1v0374800
OG0009213	AT5G35410	LotjaGi4g1v0272000
OG0009214	AT5G66720	LotjaGi2g1v0392500
OG0009215	AT5G64420	LotjaGi6g1v0347500
OG0009216	AT3G01780	LotjaGi1g1v0620200
OG0009217	AT2G22070	LotjaGi5g1v0314000
OG0009218	AT1G69060	LotjaGi2g1v0291200_LC
OG0009219	AT5G19630	LotjaGi5g1v0363900
OG0009220	AT1G71380, AT1G22880	LotjaGi3g1v0333100
OG0009221	AT3G25150	LotjaGi1g1v0591700
OG0009222	AT5G14990	LotjaGi2g1v0105500
OG0009223	AT5G16560	LotjaGi6g1v0053400
OG0009224	AT1G50170	LotjaGi2g1v0243400
OG0009225	AT2G17240, AT3G24506	LotjaGi3g1v0363900
OG0009226	AT1G07230	LotjaGi6g1v0113000
OG0009227	AT3G18360	LotjaGi2g1v0206100
OG0009228	AT1G28320	LotjaGi6g1v0329800
OG0009229	AT4G13970	LotjaGi6g1v0178900
OG0009230	AT5G49030	LotjaGi6g1v0249900
OG0009231	AT2G35490	LotjaGi2g1v0335800
OG0009232	AT3G08490	LotjaGi3g1v0122900
OG0009233	AT2G33585	LotjaGi1g1v0569900_LC
OG0009234	AT2G32130, AT1G29300	LotjaGi4g1v0380100
OG0009235	AT3G48110	LotjaGi3g1v0067600
OG0009236	AT1G76170, AT2G44270	LotjaGi1g1v0556900
OG0009237	AT5G23310	LotjaGi6g1v0192100
OG0009238	AT5G17620	LotjaGi3g1v0194900
OG0009239	AT5G21040	LotjaGi1g1v0057600
OG0009240	AT1G74970	LotjaGi5g1v0020300
OG0009241	AT4G20150	LotjaGi4g1v0018500
OG0009242	AT4G08570	LotjaGi1g1v0246800
OG0009243	AT2G21870	LotjaGi4g1v0404100
OG0009244	AT1G61850	LotjaGi4g1v0016100
OG0009245	AT3G18020	LotjaGi1g1v0447800
OG0009246	AT3G45640	LotjaGi2g1v0364800
OG0009247	AT5G38510	LotjaGi2g1v0053900
OG0009248	AT4G25080	LotjaGi4g1v0422000
OG0009249	AT1G64520	LotjaGi4g1v0025800
OG0009250	AT1G54380	LotjaGi5g1v0363000
OG0009251	AT3G10970	LotjaGi6g1v0083600
OG0009252	AT1G68150	LotjaGi4g1v0029000
OG0009253	AT3G10180	LotjaGi5g1v0132700
OG0009254	AT1G73020	LotjaGi3g1v0428300
OG0009255	AT5G58560	LotjaGi6g1v0127600
OG0009256	AT3G21540	LotjaGi1g1v0685500
OG0009257	AT1G55970	LotjaGi5g1v0201900_LC, LotjaGi5g1v0202000_LC, LotjaGi5g1v0202300_LC, LotjaGi5g1v0202100, LotjaGi5g1v0202400_LC
OG0009258	AT1G72090	LotjaGi3g1v0556600
OG0009259	AT3G22690	LotjaGi2g1v0453700
OG0009260	AT1G63020	LotjaGi2g1v0430800
OG0009261	AT2G45620	LotjaGi3g1v0429800
OG0009262	AT3G61113, AT2G45695	LotjaGi1g1v0529900
OG0009263	AT2G37230	LotjaGi4g1v0361000
OG0009264	AT4G39820	LotjaGi6g1v0085400
OG0009265	AT1G42550	LotjaGi2g1v0199800, LotjaGi4g1v0461600
OG0009266	AT3G61870	LotjaGi1g1v0795200
OG0009267	AT1G74340	LotjaGi1g1v0450600
OG0009268	AT5G26680	LotjaGi5g1v0234800
OG0009269	AT4G27800	LotjaGi1g1v0288300
OG0009270	AT4G27600	LotjaGi3g1v0541100
OG0009271	AT4G23860	LotjaGi2g1v0441800
OG0009272	AT5G16715	LotjaGi2g1v0111300
OG0009273	AT4G16420	LotjaGi6g1v0284200
OG0009274	AT3G28670	LotjaGi1g1v0414800
OG0009275	AT2G33435	LotjaGi6g1v0003800
OG0009276	AT1G01150	LotjaGi6g1v0026900
OG0009277	AT5G58720	LotjaGi6g1v0113600
OG0009278	AT1G19630	LotjaGi1g1v0421300
OG0009279	AT4G16570	LotjaGi4g1v0203700
OG0009280	AT3G10060, AT5G05420	LotjaGi5g1v0088700
OG0009281	AT1G16590	LotjaGi3g1v0369800, LotjaGi3g1v0139400
OG0009282	AT2G42750	LotjaGi3g1v0254100
OG0009283	AT5G16460	LotjaGi1g1v0485400
OG0009284	AT4G18060	LotjaGi4g1v0382800
OG0009285	AT1G72550	LotjaGi4g1v0259300
OG0009286	AT4G38500	LotjaGi4g1v0376000
OG0009287	AT2G46200	LotjaGi1g1v0041100
OG0009288	AT2G04660	LotjaGi1g1v0199800_LC, LotjaGi4g1v0090400
OG0009289	AT5G15540	LotjaGi2g1v0265500
OG0009290	AT1G69200	LotjaGi2g1v0293000
OG0009291	AT5G44265, AT4G28395	LotjaGi3g1v0444300
OG0009292	AT3G54460	LotjaGi3g1v0111300
OG0009293	AT5G62640	LotjaGi4g1v0244500
OG0009294	AT1G04730	LotjaGi6g1v0015100
OG0009295	AT2G30920	LotjaGi2g1v0342800, LotjaGi2g1v0450300
OG0009296	AT5G02830	LotjaGi1g1v0694300
OG0009297	AT2G45060	LotjaGi1g1v0600900
OG0009298	AT5G62270	LotjaGi6g1v0243400
OG0009299	AT5G40020	LotjaGi2g1v0254300
OG0009300	AT1G23230	LotjaGi2g1v0067300
OG0009301	AT3G57560	LotjaGi1g1v0391300
OG0009302	AT2G01950	LotjaGi4g1v0354000
OG0009303	AT5G50870	LotjaGi1g1v0335000
OG0009305	AT4G14110	LotjaGi6g1v0357400
OG0009306	AT1G23050, AT1G70985	LotjaGi4g1v0078900
OG0009307	AT5G07630	LotjaGi3g1v0552300
OG0009308	AT1G70740	LotjaGi4g1v0358600, LotjaGi2g1v0065500
OG0009309	AT1G68400	LotjaGi2g1v0274700, LotjaGi5g1v0337400
OG0009311	AT4G37920	LotjaGi2g1v0330800
OG0009312	AT3G62390	LotjaGi1g1v0759600
OG0009313	AT2G15230	LotjaGi5g1v0326500
OG0009314	AT5G54140	LotjaGi1g1v0300800
OG0009315	AT2G46640	LotjaGi3g1v0399900
OG0009316	AT3G22800	LotjaGi5g1v0311200
OG0009317	AT4G15890	LotjaGi6g1v0250500_LC, LotjaGi6g1v0281200
OG0009318	AT3G18680	LotjaGi4g1v0408200
OG0009319	AT4G39010	LotjaGi1g1v0563000, LotjaGi3g1v0514400
OG0009320	AT5G59770	LotjaGi2g1v0368900
OG0009321	AT1G63850	LotjaGi4g1v0429200
OG0009322	AT4G10090	LotjaGi1g1v0596800
OG0009323	AT2G26590	LotjaGi4g1v0439200
OG0009324	AT1G10580	LotjaGi5g1v0161000
OG0009325	AT5G55760	LotjaGi6g1v0142500
OG0009326	AT1G02965, AT1G02960	LotjaGi6g1v0026500
OG0009327	AT5G62990	LotjaGi1g1v0143300
OG0009328	AT2G14095	LotjaGi4g1v0038300
OG0009329	AT4G03200	LotjaGi1g1v0767800
OG0009330	AT2G43080	LotjaGi5g1v0365100
OG0009331	AT3G10650	LotjaGi6g1v0015800, LotjaGi5g1v0256400
OG0009333	AT5G42660	LotjaGi5g1v0020400
OG0009334	AT5G53020	LotjaGi2g1v0075600
OG0009335	AT1G49540	LotjaGi5g1v0336000
OG0009336	AT4G28980	LotjaGi4g1v0448100
OG0009337	AT1G15390	LotjaGi3g1v0358400
OG0009339	AT3G48420	LotjaGi1g1v0231100
OG0009340	AT3G19300	LotjaGi4g1v0075600
OG0009341	AT3G27610, AT2G01220	LotjaGi5g1v0336400
OG0009342	AT4G17940	LotjaGi2g1v0334300
OG0009343	AT1G04390	LotjaGi3g1v0140200
OG0009344	AT4G21660	LotjaGi6g1v0335000
OG0009345	AT1G18520	LotjaGi1g1v0207300, LotjaGi4g1v0260500
OG0009346	AT2G25605	LotjaGi1g1v0387450
OG0009347	AT5G66540	LotjaGi4g1v0232200
OG0009348	AT1G50500	LotjaGi6g1v0278000
OG0009349	AT4G38100	LotjaGi2g1v0326400
OG0009350	AT2G44850	LotjaGi1g1v0496300
OG0009352	AT5G20170	LotjaGi4g1v0269500
OG0009353	AT3G02070	LotjaGi2g1v0105200
OG0009354	AT1G11860	LotjaGi6g1v0293200
OG0009355	AT2G37090	LotjaGi1g1v0693400
OG0009356	AT5G02270	LotjaGi5g1v0232500
OG0009358	AT2G06005, AT5G20580	LotjaGi6g1v0224700
OG0009359	AT5G48350, AT3G62320	LotjaGi5g1v0243100, LotjaGi5g1v0243000_LC
OG0009360	AT4G21190	LotjaGi5g1v0118000
OG0009361	AT3G54230	LotjaGi4g1v0147400
OG0009362	AT2G31150, AT1G06190	LotjaGi5g1v0181900
OG0009363	AT2G23840	LotjaGi1g1v0641100
OG0009364	AT5G10460	LotjaGi4g1v0067600
OG0009365	AT5G65500	LotjaGi2g1v0328100
OG0009366	AT5G03940	LotjaGi1g1v0674900_LC, LotjaGi1g1v0675200
OG0009367	AT5G23230, AT5G23220	LotjaGi2g1v0021600
OG0009368	AT5G55580	LotjaGi1g1v0019400
OG0009369	AT1G06560	LotjaGi1g1v0043900
OG0009370	AT1G28540	LotjaGi6g1v0326700
OG0009371	AT4G01730	LotjaGi5g1v0237700
OG0009372	AT5G35790	LotjaGi3g1v0375900, LotjaGi3g1v0373400
OG0009373	AT4G38380	LotjaGi1g1v0001700
OG0009374	AT3G17590	LotjaGi6g1v0131300_LC, LotjaGi1g1v0513600_LC, LotjaGi4g1v0317300
OG0009375	AT5G60600	LotjaGi3g1v0162300
OG0009376	AT2G46240	LotjaGi3g1v0389500
OG0009377	AT1G58070	LotjaGi6g1v0363500_LC
OG0009378	AT4G29890	LotjaGi4g1v0307100
OG0009379	AT4G19010	LotjaGi2g1v0340700
OG0009380	AT1G27070	LotjaGi2g1v0309400
OG0009381	AT1G25420	LotjaGi5g1v0339600
OG0009382	AT3G63290	LotjaGi5g1v0169400, LotjaGi5g1v0170600
OG0009383	AT2G02880	LotjaGi2g1v0305900
OG0009384	AT1G01040	LotjaGi1g1v0798000
OG0009386	AT4G39810	LotjaGi4g1v0400200
OG0009387	AT3G52940	LotjaGi5g1v0090700
OG0009388	AT5G13700	LotjaGi3g1v0120100
OG0009389	AT5G13960	LotjaGi5g1v0349400, LotjaGi1g1v0633100
OG0009390	AT3G25860	LotjaGi2g1v0278200
OG0009391	AT3G53760	LotjaGi5g1v0250000
OG0009392	AT1G78240	LotjaGi1g1v0144100, LotjaGi1g1v0240000
OG0009393	AT5G04360	LotjaGi5g1v0254800
OG0009394	AT2G35190	LotjaGi4g1v0193400
OG0009395	AT3G24560	LotjaGi2g1v0217600
OG0009396	AT4G04940	LotjaGi2g1v0234900
OG0009397	AT2G41200	LotjaGi1g1v0664100
OG0009398	AT1G11750	LotjaGi3g1v0506800
OG0009399	AT5G02370	LotjaGi1g1v0580700
OG0009400	AT5G24970	LotjaGi1g1v0375300
OG0009401	AT3G14760	LotjaGi3g1v0039000
OG0009402	AT2G01440	LotjaGi2g1v0063100
OG0009403	AT5G37055	LotjaGi6g1v0108400
OG0009404	AT1G14205	LotjaGi2g1v0302700
OG0009405	AT2G17975	LotjaGi4g1v0127400
OG0009406	AT5G24350	LotjaGi1g1v0291300
OG0009407	AT5G06080	LotjaGi1g1v0087900
OG0009408	AT3G26740	LotjaGi3g1v0038700
OG0009409	AT3G47700	LotjaGi1g1v0583600
OG0009410	AT1G73180	LotjaGi6g1v0109800_LC, LotjaGi1g1v0485900
OG0009411	AT5G48730	LotjaGi5g1v0121400_LC, LotjaGi1g1v0587700
OG0009412	AT4G31790	LotjaGi1g1v0428200, LotjaGi5g1v0272000
OG0009413	AT5G20920	LotjaGi6g1v0044400, LotjaGi1g1v0105300
OG0009414	AT4G27040	LotjaGi6g1v0166400
OG0009415	AT2G01870	LotjaGi6g1v0135900
OG0009416	AT3G22480	LotjaGi3g1v0100900
OG0009417	AT3G61480, AT5G28350, AT5G28442	LotjaGi1g1v0479500
OG0009418	AT5G13450	LotjaGi4g1v0051500
OG0009419	AT3G25130	LotjaGi1g1v0591400_LC
OG0009420	AT4G31990	LotjaGi5g1v0056100
OG0009421	AT2G43420	LotjaGi3g1v0500400
OG0009422	AT2G03430	LotjaGi2g1v0297500
OG0009423	AT2G16630	LotjaGi1g1v0560300
OG0009424	AT3G49800, AT5G65910	LotjaGi2g1v0411600
OG0009425	AT2G44190, AT3G60000	LotjaGi6g1v0278300
OG0009426	AT5G46690	LotjaGi2g1v0333800
OG0009427	AT2G38550	LotjaGi1g1v0457200
OG0009428	AT1G18265	LotjaGi6g1v0348300, LotjaGi4g1v0041000
OG0009429	AT1G65410	LotjaGi1g1v0483800
OG0009430	AT3G29970	LotjaGi1g1v0517100
OG0009431	AT5G58520	LotjaGi6g1v0125900
OG0009432	AT4G21890	LotjaGi6g1v0295500
OG0009433	AT3G44530	LotjaGi3g1v0175400
OG0009434	AT3G25660	LotjaGi6g1v0171200
OG0009435	AT4G11440	LotjaGi4g1v0426100
OG0009436	AT2G34470	LotjaGi4g1v0023100
OG0009437	AT1G64600	LotjaGi1g1v0425900
OG0009438	AT2G41600	LotjaGi1g1v0670600
OG0009439	AT2G27020	LotjaGi6g1v0082700
OG0009440	AT1G28360	LotjaGi6g1v0329300
OG0009441	AT5G43180	LotjaGi1g1v0457500
OG0009443	AT4G34830	LotjaGi3g1v0519600
OG0009444	AT3G58190, AT2G42440	LotjaGi5g1v0179100, LotjaGi1g1v0710900
OG0009445	AT3G16810	LotjaGi4g1v0337600
